ranking_date,team_id,points,rank
2022-01-01,TUR,1161.12,30
2022-01-01,NOR,1146.69,31
2022-01-01,PAR,1141.59,32
2022-01-01,EGY,1128.65,33
2022-01-01,KSA,1121.6,34
2022-01-01,CIV,1110.82,35
2022-01-01,QAT,1106.93,36
2022-01-01,TUN,1105.27,37
2022-01-01,GHA,1060.69,38
2022-01-01,PAN,1025.82,39
2022-01-01,BIH,1022.82,40
2022-01-01,RSA,993.78,41
2022-01-01,IRQ,991.07,42
2022-01-01,JAM,969.04,43
2022-01-01,NZL,961.08,44
2022-01-01,JOR,960.5,45
2022-01-01,UZB,925.88,46
2022-01-01,HAI,914.58,47
2022-01-01,COD,855.58,48
2022-01-01,CPV,844.52,49
2022-01-01,CUW,786.0,50
2022-04-01,BRA,1779.1,1
2022-04-01,FRA,1717.58,2
2022-04-01,ARG,1706.52,3
2022-04-01,ENG,1706.1,4
2022-04-01,BEL,1678.65,5
2022-04-01,ESP,1644.24,6
2022-04-01,ITA,1628.11,7
2022-04-01,POR,1543.5,8
2022-04-01,NED,1524.94,9
2022-04-01,GER,1524.27,10
2022-04-01,SUI,1456.8,11
2022-04-01,URU,1424.54,12
2022-04-01,COL,1418.69,13
2022-04-01,IRN,1381.11,14
2022-04-01,USA,1363.99,15
2022-04-01,MEX,1363.37,16
2022-04-01,JPN,1350.26,17
2022-04-01,CRO,1345.29,18
2022-04-01,KOR,1344.13,19
2022-04-01,SWE,1318.18,20
2022-04-01,ECU,1307.38,21
2022-04-01,CZE,1298.66,22
2022-04-01,CAN,1281.52,23
2022-04-01,MAR,1249.04,24
2022-04-01,SEN,1229.96,25
2022-04-01,NOR,1206.51,26
2022-04-01,ALG,1191.76,27
2022-04-01,AUS,1184.04,28
2022-04-01,AUT,1183.09,29
2022-04-01,SCO,1172.17,30
2022-04-01,EGY,1169.59,31
2022-04-01,CIV,1155.35,32
2022-04-01,PAR,1143.51,33
2022-04-01,TUR,1141.24,34
2022-04-01,KSA,1134.16,35
2022-04-01,QAT,1117.37,36
2022-04-01,TUN,1047.56,37
2022-04-01,NZL,1043.17,38
2022-04-01,PAN,1033.07,39
2022-04-01,IRQ,1021.35,40
2022-04-01,BIH,1008.65,41
2022-04-01,JOR,994.29,42
2022-04-01,RSA,977.29,43
2022-04-01,UZB,975.99,44
2022-04-01,GHA,952.28,45
2022-04-01,JAM,911.03,46
2022-04-01,HAI,891.57,47
2022-04-01,CPV,864.63,48
2022-04-01,COD,839.84,49
2022-04-01,CUW,786.0,50
2022-07-01,BRA,1800.01,1
2022-07-01,ARG,1741.83,2
2022-07-01,ESP,1656.22,3
2022-07-01,BEL,1646.1,4
2022-07-01,FRA,1621.23,5
2022-07-01,NED,1588.67,6
2022-07-01,ENG,1586.6,7
2022-07-01,POR,1568.23,8
2022-07-01,GER,1566.13,9
2022-07-01,ITA,1557.2,10
2022-07-01,URU,1474.48,11
2022-07-01,COL,1430.0,12
2022-07-01,SUI,1413.36,13
2022-07-01,USA,1381.65,14
2022-07-01,CRO,1374.73,15
2022-07-01,KOR,1371.4,16
2022-07-01,IRN,1351.47,17
2022-07-01,ECU,1327.04,18
2022-07-01,JPN,1321.67,19
2022-07-01,MEX,1318.35,20
2022-07-01,CZE,1305.39,21
2022-07-01,NOR,1273.45,22
2022-07-01,SWE,1261.06,23
2022-07-01,CAN,1253.68,24
2022-07-01,SEN,1247.33,25
2022-07-01,ALG,1239.34,26
2022-07-01,MAR,1235.52,27
2022-07-01,AUT,1220.86,28
2022-07-01,AUS,1219.08,29
2022-07-01,TUR,1174.57,30
2022-07-01,TUN,1155.55,31
2022-07-01,CIV,1148.03,32
2022-07-01,SCO,1142.19,33
2022-07-01,PAR,1128.64,34
2022-07-01,QAT,1117.37,35
2022-07-01,KSA,1099.48,36
2022-07-01,EGY,1093.18,37
2022-07-01,PAN,1067.18,38
2022-07-01,BIH,1055.48,39
2022-07-01,IRQ,1021.35,40
2022-07-01,JOR,1020.2,41
2022-07-01,NZL,1013.86,42
2022-07-01,UZB,1010.6,43
2022-07-01,RSA,964.5,44
2022-07-01,GHA,948.95,45
2022-07-01,JAM,942.6,46
2022-07-01,HAI,928.36,47
2022-07-01,CPV,853.31,48
2022-07-01,COD,782.72,49
2022-07-01,CUW,778.91,50
2022-10-01,BRA,1809.51,1
2022-10-01,ARG,1747.76,2
2022-10-01,ESP,1645.0,3
2022-10-01,BEL,1631.06,4
2022-10-01,NED,1630.09,5
2022-10-01,ITA,1599.23,6
2022-10-01,FRA,1590.51,7
2022-10-01,POR,1569.71,8
2022-10-01,ENG,1561.53,9
2022-10-01,GER,1533.98,10
2022-10-01,URU,1470.0,11
2022-10-01,SUI,1461.34,12
2022-10-01,COL,1457.53,13
2022-10-01,CRO,1425.08,14
2022-10-01,JPN,1387.05,15
2022-10-01,IRN,1371.49,16
2022-10-01,KOR,1344.57,17
2022-10-01,USA,1336.56,18
2022-10-01,ECU,1320.9,19
2022-10-01,MEX,1296.09,20
2022-10-01,CZE,1267.15,21
2022-10-01,ALG,1260.07,22
2022-10-01,MAR,1260.06,23
2022-10-01,CAN,1255.56,24
2022-10-01,AUS,1252.73,25
2022-10-01,SWE,1218.13,26
2022-10-01,SCO,1215.73,27
2022-10-01,NOR,1213.68,28
2022-10-01,SEN,1201.23,29
2022-10-01,AUT,1187.2,30
2022-10-01,PAR,1177.76,31
2022-10-01,CIV,1165.43,32
2022-10-01,TUN,1153.6,33
2022-10-01,KSA,1118.32,34
2022-10-01,TUR,1117.32,35
2022-10-01,EGY,1109.69,36
2022-10-01,PAN,1095.78,37
2022-10-01,QAT,1093.6,38
2022-10-01,JOR,1063.84,39
2022-10-01,IRQ,1035.22,40
2022-10-01,UZB,1034.26,41
2022-10-01,BIH,1029.97,42
2022-10-01,RSA,1001.72,43
2022-10-01,NZL,980.22,44
2022-10-01,GHA,957.28,45
2022-10-01,JAM,939.13,46
2022-10-01,HAI,928.36,47
2022-10-01,CPV,882.63,48
2022-10-01,COD,796.76,49
2022-10-01,CUW,724.18,50
2023-01-01,ARG,1775.42,1
2023-01-01,BRA,1765.73,2
2023-01-01,FRA,1720.97,3
2023-01-01,NED,1685.5,4
2023-01-01,ENG,1605.8,5
2023-01-01,ESP,1582.68,6
2023-01-01,POR,1576.76,7
2023-01-01,ITA,1547.67,8
2023-01-01,GER,1532.34,9
2023-01-01,BEL,1505.51,10
2023-01-01,CRO,1499.48,11
2023-01-01,COL,1473.96,12
2023-01-01,URU,1438.51,13
2023-01-01,JPN,1427.74,14
2023-01-01,MAR,1413.67,15
2023-01-01,SUI,1377.17,16
2023-01-01,USA,1359.64,17
2023-01-01,KOR,1334.42,18
2023-01-01,ECU,1323.97,19
2023-01-01,AUS,1310.67,20
2023-01-01,MEX,1303.35,21
2023-01-01,IRN,1301.44,22
2023-01-01,SWE,1279.5,23
2023-01-01,SEN,1260.07,24
2023-01-01,TUN,1258.29,25
2023-01-01,CZE,1245.03,26
2023-01-01,AUT,1244.99,27
2023-01-01,NOR,1226.74,28
2023-01-01,ALG,1223.22,29
2023-01-01,SCO,1189.03,30
2023-01-01,TUR,1171.98,31
2023-01-01,CAN,1170.16,32
2023-01-01,EGY,1149.33,33
2023-01-01,PAR,1145.49,34
2023-01-01,CIV,1144.26,35
2023-01-01,KSA,1113.58,36
2023-01-01,PAN,1079.05,37
2023-01-01,JOR,1057.29,38
2023-01-01,UZB,1057.23,39
2023-01-01,GHA,1048.99,40
2023-01-01,QAT,1041.22,41
2023-01-01,IRQ,1034.5,42
2023-01-01,BIH,1029.97,43
2023-01-01,RSA,1000.52,44
2023-01-01,NZL,980.22,45
2023-01-01,JAM,945.05,46
2023-01-01,HAI,928.36,47
2023-01-01,CPV,882.63,48
2023-01-01,COD,796.76,49
2023-01-01,CUW,724.18,50
2023-04-01,ARG,1781.34,1
2023-04-01,FRA,1764.13,2
2023-04-01,BRA,1729.99,3
2023-04-01,NED,1646.73,4
2023-04-01,ENG,1639.0,5
2023-04-01,POR,1581.34,6
2023-04-01,BEL,1554.29,7
2023-04-01,ESP,1543.14,8
2023-04-01,GER,1531.8,9
2023-04-01,ITA,1529.51,10
2023-04-01,CRO,1503.15,11
2023-04-01,COL,1483.47,12
2023-04-01,URU,1456.36,13
2023-04-01,MAR,1444.66,14
2023-04-01,JPN,1407.18,15
2023-04-01,SUI,1398.62,16
2023-04-01,USA,1348.17,17
2023-04-01,KOR,1321.75,18
2023-04-01,AUS,1320.38,19
2023-04-01,ECU,1314.27,20
2023-04-01,IRN,1302.67,21
2023-04-01,MEX,1295.65,22
2023-04-01,SWE,1294.2,23
2023-04-01,TUN,1270.4,24
2023-04-01,SEN,1270.1,25
2023-04-01,AUT,1262.54,26
2023-04-01,CZE,1262.06,27
2023-04-01,SCO,1253.8,28
2023-04-01,ALG,1228.42,29
2023-04-01,NOR,1204.77,30
2023-04-01,CAN,1199.84,31
2023-04-01,TUR,1164.77,32
2023-04-01,EGY,1164.74,33
2023-04-01,CIV,1157.81,34
2023-04-01,PAR,1121.14,35
2023-04-01,PAN,1095.89,36
2023-04-01,IRQ,1093.63,37
2023-04-01,UZB,1078.56,38
2023-04-01,JOR,1062.82,39
2023-04-01,GHA,1049.06,40
2023-04-01,BIH,1022.2,41
2023-04-01,KSA,1008.32,42
2023-04-01,QAT,1003.54,43
2023-04-01,NZL,996.42,44
2023-04-01,RSA,991.5,45
2023-04-01,HAI,951.12,46
2023-04-01,JAM,920.75,47
2023-04-01,CPV,882.03,48
2023-04-01,COD,823.87,49
2023-04-01,CUW,712.19,50
2023-07-01,ARG,1792.29,1
2023-07-01,FRA,1768.03,2
2023-07-01,BRA,1673.59,3
2023-07-01,ENG,1646.7,4
2023-07-01,POR,1592.22,5
2023-07-01,NED,1577.3,6
2023-07-01,ESP,1564.22,7
2023-07-01,BEL,1547.27,8
2023-07-01,CRO,1546.79,9
2023-07-01,ITA,1534.21,10
2023-07-01,COL,1525.22,11
2023-07-01,URU,1463.12,12
2023-07-01,GER,1454.6,13
2023-07-01,JPN,1450.79,14
2023-07-01,USA,1392.89,15
2023-07-01,MAR,1388.94,16
2023-07-01,SUI,1386.15,17
2023-07-01,ECU,1345.27,18
2023-07-01,IRN,1326.31,19
2023-07-01,SEN,1310.9,20
2023-07-01,MEX,1310.83,21
2023-07-01,AUS,1310.55,22
2023-07-01,AUT,1310.25,23
2023-07-01,SCO,1296.07,24
2023-07-01,CZE,1284.41,25
2023-07-01,KOR,1283.0,26
2023-07-01,SWE,1276.96,27
2023-07-01,ALG,1233.38,28
2023-07-01,TUN,1232.18,29
2023-07-01,TUR,1202.42,30
2023-07-01,NOR,1192.11,31
2023-07-01,CAN,1185.88,32
2023-07-01,EGY,1176.19,33
2023-07-01,PAR,1131.14,34
2023-07-01,UZB,1123.43,35
2023-07-01,PAN,1097.88,36
2023-07-01,CIV,1096.02,37
2023-07-01,IRQ,1085.4,38
2023-07-01,JOR,1067.66,39
2023-07-01,GHA,1032.15,40
2023-07-01,RSA,1029.38,41
2023-07-01,KSA,1008.32,42
2023-07-01,QAT,990.22,43
2023-07-01,NZL,977.38,44
2023-07-01,BIH,964.41,45
2023-07-01,HAI,955.15,46
2023-07-01,CPV,940.24,47
2023-07-01,JAM,935.93,48
2023-07-01,COD,875.49,49
2023-07-01,CUW,721.93,50
2023-10-01,ARG,1801.94,1
2023-10-01,FRA,1737.27,2
2023-10-01,BRA,1687.5,3
2023-10-01,ENG,1647.56,4
2023-10-01,POR,1602.98,5
2023-10-01,NED,1595.18,6
2023-10-01,ESP,1578.87,7
2023-10-01,BEL,1553.84,8
2023-10-01,CRO,1552.55,9
2023-10-01,ITA,1528.6,10
2023-10-01,COL,1519.78,11
2023-10-01,JPN,1506.62,12
2023-10-01,GER,1450.85,13
2023-10-01,URU,1449.91,14
2023-10-01,USA,1420.59,15
2023-10-01,MAR,1395.94,16
2023-10-01,SUI,1370.79,17
2023-10-01,ECU,1366.81,18
2023-10-01,IRN,1341.56,19
2023-10-01,AUT,1323.73,20
2023-10-01,MEX,1320.75,21
2023-10-01,AUS,1311.43,22
2023-10-01,SCO,1287.22,23
2023-10-01,KOR,1286.73,24
2023-10-01,CZE,1274.42,25
2023-10-01,TUN,1269.78,26
2023-10-01,SEN,1265.63,27
2023-10-01,SWE,1255.77,28
2023-10-01,NOR,1243.75,29
2023-10-01,ALG,1241.17,30
2023-10-01,CAN,1191.79,31
2023-10-01,TUR,1173.17,32
2023-10-01,EGY,1151.89,33
2023-10-01,PAN,1143.5,34
2023-10-01,PAR,1117.9,35
2023-10-01,UZB,1111.38,36
2023-10-01,CIV,1099.6,37
2023-10-01,IRQ,1060.28,38
2023-10-01,GHA,1047.38,39
2023-10-01,RSA,998.28,40
2023-10-01,JOR,997.07,41
2023-10-01,NZL,977.38,42
2023-10-01,JAM,974.73,43
2023-10-01,KSA,967.54,44
2023-10-01,QAT,965.92,45
2023-10-01,BIH,937.66,46
2023-10-01,HAI,918.54,47
2023-10-01,CPV,909.26,48
2023-10-01,COD,871.97,49
2023-10-01,CUW,682.64,50
2024-01-01,ARG,1776.34,1
2024-01-01,FRA,1746.55,2
2024-01-01,ENG,1664.14,3
2024-01-01,POR,1617.63,4
2024-01-01,ESP,1614.56,5
2024-01-01,NED,1592.22,6
2024-01-01,BRA,1580.72,7
2024-01-01,BEL,1573.55,8
2024-01-01,URU,1559.41,9
2024-01-01,COL,1558.51,10
2024-01-01,JPN,1530.11,11
2024-01-01,ITA,1504.88,12
2024-01-01,CRO,1485.4,13
2024-01-01,GER,1402.36,14
2024-01-01,MAR,1391.41,15
2024-01-01,ECU,1387.43,16
2024-01-01,USA,1371.78,17
2024-01-01,AUT,1364.63,18
2024-01-01,KOR,1359.25,19
2024-01-01,IRN,1335.67,20
2024-01-01,AUS,1322.67,21
2024-01-01,SUI,1290.93,22
2024-01-01,MEX,1288.73,23
2024-01-01,SEN,1267.15,24
2024-01-01,ALG,1262.56,25
2024-01-01,SCO,1252.2,26
2024-01-01,TUR,1247.9,27
2024-01-01,NOR,1245.93,28
2024-01-01,TUN,1235.61,29
2024-01-01,CZE,1226.2,30
2024-01-01,PAN,1226.18,31
2024-01-01,SWE,1214.68,32
2024-01-01,EGY,1176.17,33
2024-01-01,UZB,1160.05,34
2024-01-01,CAN,1157.94,35
2024-01-01,PAR,1122.6,36
2024-01-01,CIV,1122.23,37
2024-01-01,IRQ,1090.61,38
2024-01-01,JAM,1014.23,39
2024-01-01,QAT,998.45,40
2024-01-01,GHA,983.33,41
2024-01-01,KSA,980.79,42
2024-01-01,JOR,949.39,43
2024-01-01,RSA,945.47,44
2024-01-01,NZL,941.34,45
2024-01-01,HAI,889.71,46
2024-01-01,BIH,871.38,47
2024-01-01,CPV,865.7,48
2024-01-01,COD,863.99,49
2024-01-01,CUW,721.78,50
2024-04-01,ARG,1781.33,1
2024-04-01,FRA,1698.54,2
2024-04-01,ENG,1634.58,3
2024-04-01,BRA,1606.06,4
2024-04-01,ESP,1590.39,5
2024-04-01,COL,1589.79,6
2024-04-01,NED,1581.24,7
2024-04-01,POR,1573.57,8
2024-04-01,BEL,1560.17,9
2024-04-01,ITA,1543.08,10
2024-04-01,URU,1521.16,11
2024-04-01,JPN,1491.24,12
2024-04-01,CRO,1486.82,13
2024-04-01,GER,1484.62,14
2024-04-01,AUT,1414.3,15
2024-04-01,USA,1386.96,16
2024-04-01,ECU,1370.12,17
2024-04-01,IRN,1349.17,18
2024-04-01,AUS,1328.38,19
2024-04-01,SEN,1327.15,20
2024-04-01,SUI,1307.15,21
2024-04-01,KOR,1299.71,22
2024-04-01,MEX,1291.71,23
2024-04-01,MAR,1280.27,24
2024-04-01,CZE,1256.01,25
2024-04-01,SWE,1221.63,26
2024-04-01,NOR,1216.34,27
2024-04-01,SCO,1198.31,28
2024-04-01,TUR,1196.74,29
2024-04-01,UZB,1180.84,30
2024-04-01,ALG,1176.28,31
2024-04-01,CAN,1172.94,32
2024-04-01,PAN,1161.3,33
2024-04-01,TUN,1155.79,34
2024-04-01,CIV,1145.55,35
2024-04-01,QAT,1127.48,36
2024-04-01,PAR,1122.6,37
2024-04-01,IRQ,1117.27,38
2024-04-01,EGY,1111.71,39
2024-04-01,JOR,1045.67,40
2024-04-01,JAM,1035.81,41
2024-04-01,RSA,1035.38,42
2024-04-01,KSA,1028.2,43
2024-04-01,CPV,1012.63,44
2024-04-01,NZL,935.56,45
2024-04-01,COD,916.48,46
2024-04-01,GHA,908.97,47
2024-04-01,HAI,889.71,48
2024-04-01,BIH,864.07,49
2024-04-01,CUW,721.78,50
2024-07-01,ARG,1817.36,1
2024-07-01,ESP,1705.83,2
2024-07-01,FRA,1671.16,3
2024-07-01,COL,1645.8,4
2024-07-01,BRA,1595.11,5
2024-07-01,ENG,1587.97,6
2024-07-01,GER,1581.38,7
2024-07-01,NED,1576.02,8
2024-07-01,URU,1557.35,9
2024-07-01,POR,1513.23,10
2024-07-01,BEL,1512.53,11
2024-07-01,JPN,1497.38,12
2024-07-01,AUT,1497.25,13
2024-07-01,SUI,1446.52,14
2024-07-01,CRO,1444.73,15
2024-07-01,ITA,1437.75,16
2024-07-01,ECU,1349.86,17
2024-07-01,IRN,1343.87,18
2024-07-01,AUS,1338.59,19
2024-07-01,USA,1333.57,20
2024-07-01,SEN,1316.38,21
2024-07-01,KOR,1311.03,22
2024-07-01,MAR,1293.38,23
2024-07-01,MEX,1255.91,24
2024-07-01,TUR,1251.58,25
2024-07-01,NOR,1208.91,26
2024-07-01,CAN,1206.78,27
2024-07-01,CZE,1203.35,28
2024-07-01,UZB,1193.5,29
2024-07-01,PAN,1192.25,30
2024-07-01,SWE,1169.82,31
2024-07-01,TUN,1151.24,32
2024-07-01,ALG,1148.34,33
2024-07-01,IRQ,1141.52,34
2024-07-01,SCO,1141.08,35
2024-07-01,CIV,1139.64,36
2024-07-01,QAT,1112.97,37
2024-07-01,EGY,1107.98,38
2024-07-01,PAR,1088.74,39
2024-07-01,JOR,1085.69,40
2024-07-01,RSA,1047.66,41
2024-07-01,NZL,1024.67,42
2024-07-01,KSA,1008.82,43
2024-07-01,CPV,987.34,44
2024-07-01,JAM,966.46,45
2024-07-01,GHA,949.74,46
2024-07-01,COD,946.67,47
2024-07-01,HAI,901.56,48
2024-07-01,BIH,856.98,49
2024-07-01,CUW,743.26,50
2024-10-01,ARG,1807.92,1
2024-10-01,ESP,1794.17,2
2024-10-01,COL,1681.71,3
2024-10-01,FRA,1629.87,4
2024-10-01,ENG,1605.75,5
2024-10-01,NED,1579.81,6
2024-10-01,GER,1576.3,7
2024-10-01,BRA,1570.83,8
2024-10-01,POR,1536.98,9
2024-10-01,JPN,1513.4,10
2024-10-01,ITA,1489.44,11
2024-10-01,URU,1483.32,12
2024-10-01,BEL,1466.87,13
2024-10-01,CRO,1440.93,14
2024-10-01,AUT,1403.57,15
2024-10-01,SUI,1399.87,16
2024-10-01,ECU,1378.43,17
2024-10-01,IRN,1357.67,18
2024-10-01,KOR,1309.73,19
2024-10-01,MAR,1305.98,20
2024-10-01,SEN,1304.12,21
2024-10-01,TUR,1297.3,22
2024-10-01,AUS,1282.39,23
2024-10-01,MEX,1277.75,24
2024-10-01,USA,1273.97,25
2024-10-01,CAN,1253.85,26
2024-10-01,NOR,1225.47,27
2024-10-01,UZB,1206.42,28
2024-10-01,SWE,1196.68,29
2024-10-01,PAN,1194.72,30
2024-10-01,CZE,1186.93,31
2024-10-01,ALG,1171.93,32
2024-10-01,TUN,1163.97,33
2024-10-01,CIV,1158.5,34
2024-10-01,EGY,1148.87,35
2024-10-01,IRQ,1142.56,36
2024-10-01,SCO,1115.39,37
2024-10-01,PAR,1106.4,38
2024-10-01,JOR,1086.52,39
2024-10-01,QAT,1059.86,40
2024-10-01,RSA,1036.74,41
2024-10-01,KSA,1013.59,42
2024-10-01,NZL,1012.86,43
2024-10-01,COD,980.37,44
2024-10-01,CPV,976.51,45
2024-10-01,JAM,975.47,46
2024-10-01,HAI,924.55,47
2024-10-01,GHA,910.85,48
2024-10-01,BIH,866.93,49
2024-10-01,CUW,724.8,50
2025-01-01,ESP,1827.49,1
2025-01-01,ARG,1758.14,2
2025-01-01,FRA,1657.07,3
2025-01-01,ENG,1606.59,4
2025-01-01,GER,1592.99,5
2025-01-01,COL,1587.77,6
2025-01-01,BRA,1577.45,7
2025-01-01,POR,1552.49,8
2025-01-01,NED,1546.86,9
2025-01-01,JPN,1521.91,10
2025-01-01,ITA,1490.73,11
2025-01-01,URU,1480.79,12
2025-01-01,AUT,1436.0,13
2025-01-01,ECU,1419.87,14
2025-01-01,CRO,1413.66,15
2025-01-01,BEL,1392.64,16
2025-01-01,IRN,1378.23,17
2025-01-01,SUI,1351.49,18
2025-01-01,MAR,1332.35,19
2025-01-01,KOR,1331.3,20
2025-01-01,SEN,1325.68,21
2025-01-01,USA,1295.26,22
2025-01-01,CAN,1288.77,23
2025-01-01,NOR,1288.3,24
2025-01-01,MEX,1279.82,25
2025-01-01,AUS,1274.94,26
2025-01-01,TUR,1255.81,27
2025-01-01,SWE,1242.76,28
2025-01-01,CZE,1228.08,29
2025-01-01,UZB,1204.38,30
2025-01-01,ALG,1186.77,31
2025-01-01,SCO,1181.27,32
2025-01-01,PAR,1180.12,33
2025-01-01,PAN,1166.98,34
2025-01-01,EGY,1139.29,35
2025-01-01,CIV,1096.21,36
2025-01-01,JOR,1089.8,37
2025-01-01,NZL,1081.58,38
2025-01-01,TUN,1078.58,39
2025-01-01,IRQ,1060.53,40
2025-01-01,RSA,1053.15,41
2025-01-01,QAT,997.02,42
2025-01-01,JAM,965.22,43
2025-01-01,KSA,962.54,44
2025-01-01,HAI,956.97,45
2025-01-01,COD,944.87,46
2025-01-01,CPV,885.38,47
2025-01-01,BIH,866.3,48
2025-01-01,GHA,824.74,49
2025-01-01,CUW,756.44,50
2025-04-01,ESP,1806.1,1
2025-04-01,ARG,1796.7,2
2025-04-01,FRA,1633.11,3
2025-04-01,ENG,1615.26,4
2025-04-01,GER,1605.29,5
2025-04-01,BRA,1573.38,6
2025-04-01,NED,1568.25,7
2025-04-01,POR,1555.01,8
2025-04-01,COL,1551.35,9
2025-04-01,JPN,1511.45,10
2025-04-01,ITA,1478.44,11
2025-04-01,URU,1452.69,12
2025-04-01,CRO,1437.61,13
2025-04-01,ECU,1423.83,14
2025-04-01,AUT,1389.88,15
2025-04-01,IRN,1384.52,16
2025-04-01,BEL,1383.2,17
2025-04-01,SUI,1345.33,18
2025-04-01,MAR,1339.75,19
2025-04-01,MEX,1329.98,20
2025-04-01,TUR,1324.39,21
2025-04-01,SEN,1313.91,22
2025-04-01,NOR,1311.62,23
2025-04-01,KOR,1308.42,24
2025-04-01,AUS,1293.87,25
2025-04-01,USA,1292.09,26
2025-04-01,CAN,1279.64,27
2025-04-01,CZE,1233.51,28
2025-04-01,SWE,1229.26,29
2025-04-01,PAR,1218.02,30
2025-04-01,UZB,1212.51,31
2025-04-01,ALG,1211.16,32
2025-04-01,SCO,1173.49,33
2025-04-01,EGY,1151.4,34
2025-04-01,PAN,1139.05,35
2025-04-01,NZL,1131.45,36
2025-04-01,CIV,1110.52,37
2025-04-01,JOR,1105.5,38
2025-04-01,TUN,1094.99,39
2025-04-01,IRQ,1013.67,40
2025-04-01,RSA,1003.35,41
2025-04-01,KSA,997.88,42
2025-04-01,HAI,981.97,43
2025-04-01,COD,969.2,44
2025-04-01,JAM,968.65,45
2025-04-01,QAT,967.67,46
2025-04-01,CPV,915.61,47
2025-04-01,BIH,911.44,48
2025-04-01,GHA,866.49,49
2025-04-01,CUW,721.36,50
2025-07-01,ESP,1811.64,1
2025-07-01,ARG,1790.49,2
2025-07-01,FRA,1649.16,3
2025-07-01,POR,1589.42,4
2025-07-01,BRA,1577.87,5
2025-07-01,NED,1575.91,6
2025-07-01,ENG,1563.74,7
2025-07-01,GER,1549.28,8
2025-07-01,COL,1548.16,9
2025-07-01,JPN,1485.82,10
2025-07-01,CRO,1466.47,11
2025-07-01,ITA,1429.82,12
2025-07-01,URU,1427.37,13
2025-07-01,ECU,1420.69,14
2025-07-01,SUI,1411.72,15
2025-07-01,AUT,1402.42,16
2025-07-01,BEL,1383.98,17
2025-07-01,NOR,1366.65,18
2025-07-01,MAR,1363.71,19
2025-07-01,SEN,1356.58,20
2025-07-01,IRN,1353.74,21
2025-07-01,MEX,1343.36,22
2025-07-01,AUS,1337.37,23
2025-07-01,KOR,1332.09,24
2025-07-01,TUR,1320.92,25
2025-07-01,CAN,1298.33,26
2025-07-01,SWE,1281.6,27
2025-07-01,USA,1270.01,28
2025-07-01,PAR,1255.24,29
2025-07-01,UZB,1229.83,30
2025-07-01,CZE,1221.76,31
2025-07-01,ALG,1205.89,32
2025-07-01,PAN,1202.61,33
2025-07-01,EGY,1151.4,34
2025-07-01,NZL,1133.16,35
2025-07-01,SCO,1125.89,36
2025-07-01,CIV,1097.98,37
2025-07-01,TUN,1095.94,38
2025-07-01,JOR,1072.05,39
2025-07-01,KSA,1027.51,40
2025-07-01,IRQ,1024.04,41
2025-07-01,RSA,1012.03,42
2025-07-01,COD,1009.72,43
2025-07-01,JAM,983.43,44
2025-07-01,QAT,980.13,45
2025-07-01,CPV,944.56,46
2025-07-01,BIH,902.67,47
2025-07-01,HAI,894.77,48
2025-07-01,GHA,890.76,49
2025-07-01,CUW,800.22,50
2025-10-01,ESP,1826.53,1
2025-10-01,ARG,1761.39,2
2025-10-01,FRA,1663.5,3
2025-10-01,POR,1599.59,4
2025-10-01,ENG,1591.78,5
2025-10-01,COL,1573.18,6
2025-10-01,NED,1562.5,7
2025-10-01,BRA,1550.38,8
2025-10-01,GER,1500.46,9
2025-10-01,CRO,1475.78,10
2025-10-01,SUI,1454.26,11
2025-10-01,ECU,1450.4,12
2025-10-01,ITA,1443.24,13
2025-10-01,URU,1439.13,14
2025-10-01,JPN,1432.21,15
2025-10-01,AUT,1410.15,16
2025-10-01,BEL,1391.31,17
2025-10-01,NOR,1380.06,18
2025-10-01,MAR,1376.83,19
2025-10-01,MEX,1376.15,20
2025-10-01,SEN,1371.21,21
2025-10-01,AUS,1371.1,22
2025-10-01,KOR,1361.92,23
2025-10-01,IRN,1353.74,24
2025-10-01,CAN,1341.59,25
2025-10-01,TUR,1324.19,26
2025-10-01,PAR,1281.28,27
2025-10-01,USA,1280.32,28
2025-10-01,SWE,1230.76,29
2025-10-01,UZB,1229.83,30
2025-10-01,CZE,1229.16,31
2025-10-01,ALG,1200.13,32
2025-10-01,PAN,1176.89,33
2025-10-01,SCO,1152.34,34
2025-10-01,EGY,1147.75,35
2025-10-01,TUN,1115.89,36
2025-10-01,NZL,1099.43,37
2025-10-01,JOR,1097.05,38
2025-10-01,CIV,1093.94,39
2025-10-01,KSA,1057.6,40
2025-10-01,IRQ,1044.42,41
2025-10-01,RSA,1025.2,42
2025-10-01,JAM,1018.07,43
2025-10-01,COD,1006.79,44
2025-10-01,CPV,977.4,45
2025-10-01,QAT,945.27,46
2025-10-01,HAI,908.15,47
2025-10-01,GHA,904.05,48
2025-10-01,BIH,899.48,49
2025-10-01,CUW,811.91,50
2026-01-01,ESP,1822.66,1
2026-01-01,ARG,1768.89,2
2026-01-01,FRA,1661.07,3
2026-01-01,ENG,1630.4,4
2026-01-01,COL,1616.18,5
2026-01-01,NED,1560.54,6
2026-01-01,BRA,1558.35,7
2026-01-01,GER,1533.93,8
2026-01-01,POR,1533.81,9
2026-01-01,JPN,1475.88,10
2026-01-01,CRO,1472.92,11
2026-01-01,SUI,1471.14,12
2026-01-01,ECU,1448.81,13
2026-01-01,NOR,1436.05,14
2026-01-01,MAR,1420.67,15
2026-01-01,ITA,1416.98,16
2026-01-01,URU,1399.94,17
2026-01-01,KOR,1385.97,18
